runName,architecture,optuna_trial,status,dense_layers,dense_units_1,dense_units_2,dropout_rate,optimizer,learning_rate,weight_decay,batch_size,epochs,accuracy,val_accuracy,loss,val_loss,best_val_loss,accuracy_train,accuracy_val,precision_train,precision_val,recall_train,recall_val,f1_train,f1_val,experiment_id,run_id,augmentation,stage,start_time,end_time
"DenseNet121 | dl:2, du1:32, du2:128, dr:0.2, opt:AdamW, lr:0.0008451370764412433, wd:0.0014283018511443441, bs:16",DenseNet121,57.0,completed,2,32.0,128.0,0.2,AdamW,0.0008451370764412,0.0014283018511443,16,19.0,0.8046398162841797,0.7195122241973877,0.5150469541549683,0.7383381128311157,0.7125241160392761,0.8064713064713065,0.7146341463414634,0.8124765592012851,0.7149784373999803,0.8064713064713065,0.7146341463414634,0.8068470081545286,0.7120199651525356,2,08c348ff6ba545bab26c151437b808e5,True,hyperparameter_optimization,2026-08-01 19:58:50.732000+00:00,2026-08-01 20:19:32.026000+00:00
"DenseNet121 | dl:2, du1:64, du2:256, dr:0.2, opt:AdamW, lr:0.0003349964915226257, wd:0.0004384051297846303, bs:16",DenseNet121,56.0,pruned,2,64.0,256.0,0.2,AdamW,0.0003349964915226,0.0004384051297846,16,19.0,0.8205128312110901,0.6804878115653992,0.4614016413688659,0.8195298910140991,,,,,,,,,,2,da0c2c4ad0d34b86b7d50d3e89d2d123,True,hyperparameter_optimization,2026-08-01 19:40:26.204000+00:00,2026-08-01 19:58:49.469000+00:00
"DenseNet121 | dl:2, du1:64, du2:256, dr:0.2, opt:AdamW, lr:0.0005720722557784407, wd:0.0017128931934820143, bs:16",DenseNet121,55.0,completed,2,64.0,256.0,0.2,AdamW,0.0005720722557784,0.001712893193482,16,21.0,0.8424908518791199,0.7219512462615967,0.4036249220371246,0.8283412456512451,0.7191774845123291,0.8516483516483516,0.7097560975609756,0.8537043922847471,0.7073755232902937,0.8516483516483516,0.7097560975609756,0.85109932453979,0.707200236133816,2,69b959795f984a42a030e94a1aadfff5,True,hyperparameter_optimization,2026-08-01 19:17:56.661000+00:00,2026-08-01 19:40:24.932000+00:00
"DenseNet121 | dl:2, du1:64, du2:256, dr:0.2, opt:AdamW, lr:0.0007029239920348192, wd:0.004342579891957213, bs:16",DenseNet121,54.0,pruned,2,64.0,256.0,0.2,AdamW,0.0007029239920348,0.0043425798919572,16,19.0,0.8547008633613586,0.6902438998222351,0.3950682580471039,0.8331208229064941,,,,,,,,,,2,1a474447cd1047b6bd76c052058d67f8,True,hyperparameter_optimization,2026-08-01 18:59:34.222000+00:00,2026-08-01 19:17:55.281000+00:00
"DenseNet121 | dl:2, du1:256, du2:256, dr:0.30000000000000004, opt:Adam, lr:0.00046854344006373966, bs:32",DenseNet121,53.0,pruned,2,256.0,256.0,0.3,Adam,0.0004685434400637,,32,9.0,0.7930402755737305,0.6926829218864441,0.5612795352935791,0.787407398223877,,,,,,,,,,2,ad20ac694c224a44af827cb5d8f9f910,True,hyperparameter_optimization,2026-08-01 18:47:29.150000+00:00,2026-08-01 18:59:32.850000+00:00
"DenseNet121 | dl:0, dr:0.2, opt:AdamW, lr:0.0006175008393713268, wd:0.0012503794460670748, bs:16",DenseNet121,52.0,pruned,0,,,0.2,AdamW,0.0006175008393713,0.001250379446067,16,9.0,0.718559205532074,0.6975609660148621,0.7095006108283997,0.7667630314826965,,,,,,,,,,2,396ab258af8244c49066c68f99339ad7,True,hyperparameter_optimization,2026-08-01 18:38:40.811000+00:00,2026-08-01 18:47:27.912000+00:00
"DenseNet121 | dl:2, du1:64, du2:32, dr:0.4, opt:Adam, lr:3.70705169081926e-05, bs:16",DenseNet121,51.0,pruned,2,64.0,32.0,0.4,Adam,3.70705169081926e-05,,16,8.0,0.3156288266181946,0.4170731604099273,1.6366087198257446,1.4938658475875854,,,,,,,,,,2,520af7b5f11b481f916290b021ec31a3,True,hyperparameter_optimization,2026-08-01 18:30:50.612000+00:00,2026-08-01 18:38:39.740000+00:00
"DenseNet121 | dl:2, du1:128, du2:256, dr:0.30000000000000004, opt:AdamW, lr:0.0004124672603969379, wd:3.077044659866236e-05, bs:16",DenseNet121,50.0,completed,2,128.0,256.0,0.3,AdamW,0.0004124672603969,3.077044659866236e-05,16,19.0,0.8437118530273438,0.6975609660148621,0.4227782785892486,0.7881659269332886,0.7508275508880615,0.8308913308913309,0.6780487804878049,0.8372629988597853,0.6691839880706234,0.8308913308913309,0.6780487804878049,0.8294177640603881,0.6679335251552854,2,de7d3a6e8cf74b42a2857c490b2b8af8,True,hyperparameter_optimization,2026-08-01 18:10:15.796000+00:00,2026-08-01 18:30:49.382000+00:00
"DenseNet121 | dl:1, du1:64, dr:0.30000000000000004, opt:Adam, lr:8.812759566280388e-05, bs:16",DenseNet121,49.0,pruned,1,64.0,,0.3,Adam,8.812759566280388e-05,,16,8.0,0.5964590907096863,0.6268292665481567,1.015918493270874,0.9144476652145386,,,,,,,,,,2,5f91445a915b4b27b36d66fd30c74b29,True,hyperparameter_optimization,2026-08-01 18:02:23.573000+00:00,2026-08-01 18:10:14.407000+00:00
"DenseNet121 | dl:2, du1:32, du2:64, dr:0.2, opt:AdamW, lr:0.00026358301077848874, wd:0.00026833360705546383, bs:16",DenseNet121,48.0,pruned,2,32.0,64.0,0.2,AdamW,0.0002635830107784,0.0002683336070554,16,9.0,0.6440781354904175,0.6878048777580261,0.901061475276947,0.7680678963661194,,,,,,,,,,2,4380df88079044398d3be8f521d5fe0f,True,hyperparameter_optimization,2026-08-01 17:53:36.032000+00:00,2026-08-01 18:02:22.561000+00:00
"DenseNet121 | dl:2, du1:64, du2:256, dr:0.2, opt:AdamW, lr:0.0007271960547053506, wd:0.006423135920348705, bs:16",DenseNet121,47.0,completed,2,64.0,256.0,0.2,AdamW,0.0007271960547053,0.0064231359203487,16,15.0,0.8345543146133423,0.70243901014328,0.411617249250412,0.8426232933998108,0.754451334476471,0.7875457875457875,0.7,0.8016612774892983,0.6996798454325788,0.7875457875457875,0.7,0.7865786895621196,0.6933736409887823,2,cb55154efdba4bc1b284f94712b95cb0,True,hyperparameter_optimization,2026-08-01 17:36:47.446000+00:00,2026-08-01 17:53:34.701000+00:00
"DenseNet121 | dl:2, du1:64, du2:256, dr:0.2, opt:AdamW, lr:0.00041176148796217605, wd:0.0011407620129368738, bs:16",DenseNet121,46.0,completed,2,64.0,256.0,0.2,AdamW,0.0004117614879621,0.0011407620129368,16,15.0,0.8034188151359558,0.70243901014328,0.5015463829040527,0.7721967101097107,0.7432489991188049,0.778998778998779,0.7097560975609756,0.7860017721700243,0.707977698552294,0.778998778998779,0.7097560975609756,0.7796883792455445,0.7082768800549325,2,615020bb53194e96b24821fc18e471e5,True,hyperparameter_optimization,2026-08-01 17:19:45.052000+00:00,2026-08-01 17:36:46.181000+00:00
"DenseNet121 | dl:2, du1:64, du2:256, dr:0.2, opt:AdamW, lr:0.0006379773238352291, wd:0.0016264495149223182, bs:16",DenseNet121,44.0,completed,2,64.0,256.0,0.2,AdamW,0.0006379773238352,0.0016264495149223,16,15.0,0.841269850730896,0.7195122241973877,0.4254884123802185,0.7540833353996277,0.7116530537605286,0.778998778998779,0.7,0.7886564898230355,0.700101793248667,0.778998778998779,0.7,0.7737088969461168,0.692657773205084,2,0aba3f0289af44488c3e3a5d9ceb6c17,True,hyperparameter_optimization,2026-08-01 13:40:32.497000+00:00,2026-08-01 13:57:04.397000+00:00
"DenseNet121 | dl:2, du1:64, du2:256, dr:0.2, opt:AdamW, lr:0.0006257357009855312, wd:0.0027558907203630995, bs:16",DenseNet121,43.0,completed,2,64.0,256.0,0.2,AdamW,0.0006257357009855,0.002755890720363,16,17.0,0.8498168587684631,0.714634120464325,0.4113230109214782,0.7792794704437256,0.7326288819313049,0.8168498168498168,0.7268292682926829,0.8263193615063974,0.7279897376203059,0.8168498168498168,0.7268292682926829,0.8172915436772169,0.7248766179171526,2,6812ff5915524a3191264234261e284f,True,hyperparameter_optimization,2026-08-01 13:22:17.616000+00:00,2026-08-01 13:40:31.199000+00:00
"DenseNet121 | dl:2, du1:256, du2:32, dr:0.4, opt:AdamW, lr:0.00019423710869965953, wd:5.299625967147791e-06, bs:16",DenseNet121,42.0,pruned,2,256.0,32.0,0.4,AdamW,0.0001942371086996,5.299625967147791e-06,16,8.0,0.6330891251564026,0.6707317233085632,0.964049756526947,0.8331352472305298,,,,,,,,,,2,9fe235e206f2449ba1931a28f169c48d,True,hyperparameter_optimization,2026-08-01 13:14:38.357000+00:00,2026-08-01 13:22:16.360000+00:00
"DenseNet121 | dl:1, du1:128, dr:0.5, opt:AdamW, lr:0.0009995899231074062, wd:6.794733686059377e-05, bs:16",DenseNet121,41.0,completed,1,128.0,,0.5,AdamW,0.0009995899231074,6.794733686059377e-05,16,22.0,0.8400488495826721,0.699999988079071,0.4377382099628448,0.7889793515205383,0.7375134825706482,0.8101343101343101,0.7048780487804878,0.8220997307614375,0.7123382736571618,0.8101343101343101,0.7048780487804878,0.8098422085198153,0.7027860879439128,2,534a82ab5f5c4c5b90853bcc5014e87e,True,hyperparameter_optimization,2026-08-01 12:51:23.271000+00:00,2026-08-01 13:14:37.051000+00:00
"DenseNet121 | dl:1, du1:64, dr:0.30000000000000004, opt:Adam, lr:2.284992661725842e-05, bs:16",DenseNet121,40.0,pruned,1,64.0,,0.3,Adam,2.284992661725842e-05,,16,8.0,0.4749694764614105,0.4585365951061249,1.3451203107833862,1.287415862083435,,,,,,,,,,2,d4bdcdecf02840d18894344217925d68,True,hyperparameter_optimization,2026-08-01 12:43:42.713000+00:00,2026-08-01 12:51:22.008000+00:00
